,-1_петербург_коронавиру_россия,0_петербург_россия_рассказыва,1_полиция_полицейски_наркотик,2_коронавиру_сутки_человек,3_год_2022_2020,4_белоруссия_ленинградс_область,5_мотоциклис_велосипеди_велосипед,6_парковка_парк_платный,7_театр_спектакль_мариинский,8_qr_код_цифровой,9_маска_носить_медицински,10_кафе_ресторан_кофе,11_apple_iphone_яблоко,12_эстония_голландия_новый,13_учитель_учительниц_математика,14_операция_онлайн_военный,15_психолог_депрессия_психиатр,16_афганистан_мусульмани_азербайджа,17_граффити_художник_закрашиват,18_медведь_пиво_медвежонок,19_мужчина_стрельба_район,20_электричес_электросам_электромоб,21_секунда_60_фонтанка,22_франция_французски_макрон,23_венесуэла_мадуро_сша,24_природопол_экологичес_комитет,25_израиль_израильски_сирия,26_гей_порно_детский,27_интеллект_искусствен_пластическ,28_аниме_сериал_союзмультф,29_зуб_стоматолог_зубной,30_гидрометце_европейски_погода,31_витамин_антибиотик_дефицит,32_микроавтоб_микрофинан_организаци,33_tele2_абонент_лентв24,34_зрение_офтальмоло_глаз,35_импорт_экспорт_параллельн,36_бабушка_внук_внучка,37_коммунист_хакасия_выборы,38_замок_михайловск_башня,39_стихотворе_стих_шнур,40_ситуация_стабилизац_стабилизир,41_бетономеша_бетонный_бетон,42_коррупция_борьба_коррупцион,43_четырехдне_рабочий_неделя,44_интернацио_парк_референдум,45_страховой_страховщик_страховка,46_оповещение_система_проверка,47_треугольни_красный_пожар,48_биометриче_биометрия_данные
2020-04-01,4139.032863849765,3906.403755868546,71.96244131455401,125.13615023474243,19.300469483567845,12.01877934272299,15.962441314554018,25.03755868544598,41.75586854460112,88.40375586854582,85.51173708920224,11.98122065727701,6.075117370891961,5.056338028168971,3.0751173708919617,1.4906103286385048,9.98122065727701,3.9624413145540194,7.887323943662057,4.962441314554019,8.028169014084487,2.9812206572770097,1.9906103286385048,2.0,1.9812206572770097,3.9812206572770097,2.320813771518006,1.0375586854459808,3.0,1.0751173708919617,1.0187793427229903,1.0187793427229903,1.0,2.0,5.056338028168971,2.0375586854459806,3.9718309859155143,1.0,1.0093896713614952,1.0,2.0187793427229903,1.0187793427229903,1.5093896713614952,2.735915492957757,1.0,3.0,1.9812206572770097,1.0,2.0,0.0
2020-05-01,3568.356807511737,3744.5539906103286,53.624413145539904,184.02816901408454,18.032863849765256,8.13145539906103,47.915492957746494,17.26291079812206,33.29577464788732,58.084507042253506,138.2253521126761,16.83568075117371,1.1643192488262892,6.934272300469485,6.86854460093897,1.9835680751173712,8.065727699530516,6.901408450704227,11.86854460093897,5.0,12.835680751173712,4.934272300469485,5.86854460093897,2.9671361502347424,2.9671361502347424,4.967136150234742,2.9780907668231613,1.0,3.0,1.0,2.289514866979656,4.86854460093897,1.0,2.0,5.0,1.0328638497652576,3.4197183098591433,1.0,1.0,1.0,2.0,4.86854460093897,1.0164319248826288,3.475352112676057,1.0,3.0,2.0,1.0,2.0,0.0
2020-06-01,3207.8732394366243,3897.732394366195,73.70422535211239,140.6478873239443,20.957746478873197,21.80281690140826,52.943661971830934,26.85915492957733,13.281690140845345,12.633802816902026,57.18309859155045,30.80281690140826,5.929577464788664,9.957746478873197,2.0704225352113363,2.9859154929577327,7.014084507042267,2.0704225352113363,8.056338028169069,6.9718309859154655,10.042253521126803,2.042253521126802,4.0281690140845345,2.0140845070422673,2.5070422535211216,3.0281690140845345,2.0140845070422673,1.9859154929577327,7.929577464788664,1.0,3.6478873239436433,7.957746478873198,1.0,2.0,6.9718309859154655,1.0,2.8084507042253373,1.9859154929577327,1.0,1.0,1.0140845070422673,1.0563380281690686,1.9859154929577327,4.239436619718299,1.0,3.0,2.0,1.0,2.0,0.0
2020-07-01,3521.7605633802727,3843.633802816903,61.36619718309895,98.21126760563499,31.690140845070122,50.1830985915485,37.45070422535255,19.225352112676276,15.915492957746396,2.2816901408453454,22.95774647887417,21.281690140845345,7.943661971830931,9.028169014084535,1.0281690140845345,2.6760563380281677,9.915492957746396,17.549295774647447,12.859154929577327,3.1126760563381377,3.197183098591741,3.943661971830931,4.9718309859154655,4.915492957746396,2.0140845070422433,7.373239436619595,1.0281690140845343,1.0281690140845345,1.1971830985917409,1.9718309859154655,4.962441314553954,4.112676056338138,1.0,1.0281690140845345,2.1408450704226727,1.0,2.2169014084506857,2.9718309859154655,1.0,1.194366197183097,1.0,1.9718309859154655,1.0281690140845345,4.978873239436599,1.0,2.0281690140845345,2.0,1.0,2.0,0.0
2020-08-01,3462.6478873239466,3539.863849765271,61.99061032863845,29.638497652584988,19.122065727700072,312.52112676055236,36.00938967136155,26.92488262910765,22.934272300469193,2.0,30.915492957746103,8.122065727700072,12.95305164319228,7.018779342723088,4.962441314553825,2.3364632237871596,2.075117370892351,1.159624413146247,11.018779342723088,11.915492957746103,4.981220657276912,6.971830985915368,2.028169014084632,5.990610328638456,1.5046948356807357,11.957746478873052,1.9906103286384562,1.0,2.9812206572769124,2.990610328638456,1.0375586854461756,7.962441314553825,1.0,1.495305164319252,8.934272300469193,1.0,1.6056338028168797,3.330203442879496,1.0,1.398122065727699,1.0,2.0,1.0,1.0375586854461756,1.0,1.0093896713615438,1.504694835680748,2.4859154929577567,2.0,0.0
2020-09-01,3768.549295774646,4032.6103286384737,45.22535211267706,50.32863849765404,53.84037558685375,131.32394366196883,37.87793427229993,18.943661971830736,32.906103286384564,8.990610328638455,37.41314553990794,8.04694835680772,9.065727699530807,5.962441314553824,13.122065727700072,1.997652582159614,12.971830985915368,22.131455399061615,11.95305164319228,13.934272300469193,8.95305164319228,3.990610328638456,4.962441314553824,5.04694835680772,1.0,4.065727699530807,2.995305164319228,1.0,3.971830985915368,2.037558685446176,1.0,1.0281690140846318,2.037558685446176,2.004694835680772,3.981220657276912,2.0,1.003129890453848,3.669796557120504,1.0,1.6018779342723009,2.990610328638456,1.0469483568077198,1.990610328638456,1.0,1.009389671361544,1.0,1.0,3.9962441314553825,2.0,0.0
2020-10-01,3721.2253521126745,3466.694835680735,68.88732394366264,84.83568075117469,37.0798122065723,60.33802816901208,25.061032863849405,13.028169014084341,23.046948356807235,8.004694835680723,80.79342723004818,12.976525821596383,15.967136150234937,2.018779342722893,25.938967136150595,1.7511737089201809,10.01408450704217,35.93427230046987,7.0234741784036165,7.032863849765063,4.0234741784036165,3.0046948356807235,1.018779342722893,9.976525821596383,1.0,10.967136150234937,2.5023474178403617,1.0,1.01408450704217,5.981220657277107,1.0,3.98591549295783,5.981220657277107,2.4976525821596383,2.0093896713614465,2.0,1.3317683881064255,3.998435054773092,1.0,1.7990610328638514,2.0046948356807235,5.9765258215963835,1.0046948356807233,1.0,1.9953051643192767,1.0,1.0,3.6018779342722893,2.0,0.0
2020-11-01,3632.0422535211296,3376.1267605633784,63.084507042253605,113.38028169014122,40.352112676056684,22.90140845070413,10.929577464788665,36.760563380281454,27.21126760563401,9.929577464788665,35.056338028169066,15.070422535211335,13.873239436619595,4.9718309859154655,10.957746478873199,1.4964788732394332,10.042253521126801,19.78873239436599,4.0,7.901408450704129,9.929577464788665,3.9718309859154655,1.5070422535211336,3.0,1.0,3.9859154929577327,1.9964788732394332,1.3380281690140945,3.9859154929577327,3.056338028169069,3.9718309859154655,4.0,8.915492957746396,2.9718309859154655,2.0,1.4929577464788664,1.6713615023474224,1.0,1.0,1.9953051643192443,2.9718309859154655,6.929577464788664,1.0,1.0140845070422673,2.995305164319244,5.964788732394332,1.0,3.194366197183093,2.0,1.0
2020-12-01,3845.0,3245.0,69.0,140.0,65.0,16.0,6.0,20.0,42.0,5.0,39.0,20.0,5.0,3.0,8.0,1.25,13.0,5.0,4.0,1.0,5.0,2.0,2.0,3.0,1.0,3.0,1.75,1.6666666666666776,3.0,7.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.6666666666666667,1.0,2.0,1.0,2.0,2.6666666666666665,3.5,1.0,2.8,2.0,1.0
2021-01-01,3601.877934272299,3170.3098591549247,109.77464788732411,83.28169014084486,56.66197183098617,14.131455399060934,3.9812206572770097,16.112676056337943,14.413145539905791,5.943661971831029,17.225352112675886,17.849765258216078,7.018779342722991,9.943661971831029,10.169014084506914,1.060093896713571,15.037558685445982,2.9812206572770097,1.0563380281689716,8.924882629108039,10.0,3.962441314554019,1.7962441314553979,3.0,1.037558685445981,3.0187793427229903,1.4953051643192523,2.00625978090768,2.037558685445981,7.1314553990609335,4.962441314554019,1.0938967136149527,1.0563380281689716,2.0469483568074764,4.0,3.5469483568074764,1.9812206572770095,3.9436619718310286,1.0,1.3270735524256698,1.0,9.830985915493086,1.9812206572770095,1.0,2.32707355242567,1.0,1.0,2.3924882629108035,2.0,1.0
2021-02-01,3691.0985915493025,3497.821596244133,98.03755868544599,98.26291079812187,39.187793427229906,21.03755868544598,3.2253521126758864,22.187793427229906,35.54929577464823,3.1502347417839243,29.150234741783922,10.075117370891961,7.962441314554019,6.962441314554019,18.66197183098617,4.320187793427204,16.887323943662057,2.037558685445981,4.0,5.075117370891962,9.812206572770094,2.112676056337943,1.592488262910796,2.962441314554019,3.0,3.962441314554019,1.2406103286385046,2.345852895148682,3.962441314554019,13.774647887324114,2.924882629108038,5.962441314554019,3.962441314554019,4.593896713614953,3.962441314554019,5.924882629108034,1.037558685445981,1.1126760563379432,1.037558685445981,1.0751173708919621,1.037558685445981,1.1126760563379432,1.0,1.1126760563379432,2.037558685445981,1.0,1.0,1.962441314554019,2.0,1.1126760563379432
2021-03-01,3473.014084507052,3444.4507042253545,98.9577464788732,104.70422535211239,43.788732394365994,21.957746478873197,8.746478873239191,26.78873239436599,24.507042253521618,6.830985915492793,32.830985915492796,11.915492957746396,7.042253521126802,6.042253521126802,10.380281690141215,7.264788732394356,14.126760563380405,2.957746478873198,4.0,6.915492957746396,5.211267605634009,4.8732394366195955,1.408450704225349,2.042253521126802,3.0,3.042253521126802,1.0105633802817002,2.6525821596244263,3.042253521126802,8.253521126760809,1.0845070422536032,5.042253521126802,3.042253521126802,6.894366197182996,3.042253521126802,4.08450704225351,1.9577464788731982,3.873239436619595,1.9577464788731982,2.9154929577463964,1.9577464788731982,3.873239436619595,1.0,3.873239436619595,2.957746478873198,1.0,1.0,1.0422535211268018,2.0,3.873239436619595
2021-04-01,3751.0751173709036,3597.267605633809,84.35211267605574,59.10328638497465,27.399061032863173,17.11737089201858,34.38967136150338,31.88262910798142,26.929577464788853,4.070422535211149,18.352112676055743,22.74178403755912,4.070422535211149,4.046948356807432,8.046948356807432,10.524882629107989,16.929577464788853,1.046948356807432,10.835680751173987,7.976525821596284,14.76525821596284,3.046948356807432,1.2046948356807468,4.929577464788851,2.023474178403716,4.953051643192568,1.976525821596284,2.9921752738654286,1.046948356807432,10.929577464788851,3.9295774647888515,6.953051643192568,2.023474178403716,2.11737089201858,3.976525821596284,2.04694835680743,1.023474178403716,3.5117370892018935,1.023474178403716,3.976525821596284,1.5117370892018818,2.046948356807432,1.0,3.609389671361517,3.976525821596284,1.0,1.0,1.4185110663983724,2.0,3.0234741784037795
2021-05-01,3812.8591549295793,3379.6384976525756,72.45070422535177,76.28638497652636,25.075117370891963,56.460093896714774,34.03755868544598,24.30046948356785,23.150234741783922,4.962441314554019,17.03755868544598,9.525821596243734,7.849765258216076,7.849765258216076,3.1877934272299058,13.679812206572796,8.33802816901383,10.624413145540188,17.737089201878135,9.924882629108039,12.112676056337943,6.849765258216076,1.0075117370891964,3.5563380281689714,1.037558685445981,2.112676056337943,15.474178403756266,3.962441314554019,2.924882629108038,7.150234741783924,1.1126760563379432,6.037558685445981,1.037558685445981,3.924882629108038,4.0,4.887323943662057,1.4812206572770095,3.0187793427230156,1.3208137715180062,2.5563380281689714,1.0187793427229914,2.0,1.962441314554019,3.215023474178416,3.679186228481994,1.0,1.0,1.8410462776659782,2.0,2.037558685446015
2021-06-01,4317.384976525829,4208.962441314567,79.84976525821608,84.84976525821608,53.455399061033276,27.582159624412707,64.41784037558729,24.98122065727701,41.64319248826318,27.568075117371215,23.868544600939067,20.774647887324114,5.056338028168971,7.018779342722991,6.924882629108039,16.93990610328643,8.0,2.169014084506916,22.906103286385047,15.887323943662057,4.150234741783923,28.58685446009421,1.0,2.0281690140844857,1.9812206572770097,8.868544600939067,3.244131455398877,3.5093896713614954,2.0187793427229903,3.0751173708919617,7.8685446009390665,4.037558685445981,4.924882629108039,3.0187793427229903,1.0563380281689714,4.018779342722991,1.9906103286385048,2.509389671361508,1.660406885759003,1.0281690140844857,1.0,2.0,2.9812206572770097,2.8075117370892118,3.339593114240997,1.0,1.0,2.277665995975837,2.32707355242567,1.0187793427229912
2021-07-01,4076.5117370892017,3979.3474178403753,67.42723004694835,92.73708920187794,32.723004694835666,13.460093896713609,53.39436619718309,33.70422535211268,25.55868544600938,27.032863849765256,19.16431924882629,22.934272300469484,9.835680751173712,19.572769953051647,6.032863849765258,5.394366197183093,8.0,20.3755868544601,14.29577464788732,9.230046948356804,19.47417840375588,13.525821596244123,1.0,1.0328638497652576,2.0,6.098591549295773,2.516431924882629,3.016431924882629,3.934272300469485,4.934272300469485,3.1643192488262892,2.065727699530515,5.0,2.0328638497652576,2.934272300469485,4.967136150234742,1.5164319248826288,2.0164319248826295,1.9890453834115807,1.9671361502347424,1.0,5.86854460093897,2.0328638497652576,2.413145539906111,3.0109546165884193,1.0,1.0,2.7002012072434427,2.6557120500782476,1.2417840375586855
2021-08-01,4174.478873239435,3664.3802816901452,84.74647887323918,93.98591549295773,53.69014084507012,23.84507042253506,43.14084507042267,33.01408450704227,16.126760563380408,7.281690140845345,14.070422535211335,19.05633802816907,20.84507042253506,20.985915492957734,14.873239436619594,1.0563380281690686,17.85915492957733,104.80281690140728,10.056338028169069,9.985915492957734,15.070422535211335,2.154929577464939,1.0,3.464788732394332,2.0,2.0563380281690686,2.0070422535211336,2.0140845070422673,4.0,2.042253521126802,2.0140845070422673,2.9859154929577327,3.0281690140845345,2.0,3.0,4.014084507042267,1.0070422535211336,1.0140845070422673,2.3286384976525776,1.0140845070422673,1.0,4.0281690140845345,3.9718309859154655,2.005633802816907,2.0140845070422673,1.0,1.0,3.136820925553302,2.995305164319244,1.4964788732394332
2021-09-01,4489.971830985922,4162.713615023482,72.04225352112651,92.02347417840362,37.05633802816868,26.94366197183132,47.88262910798192,49.95774647887349,29.962441314554212,16.591549295771134,13.05633802816868,17.98591549295783,28.892018779343363,10.98591549295783,13.995305164319277,1.5023474178403617,15.02816901408434,21.920187793427704,12.990610328638553,9.037558685445786,14.967136150234937,7.009389671361447,1.0,5.981220657277107,2.0,2.0046948356807235,4.0,3.0046948356807235,4.0,1.0,3.9906103286385535,4.0,9.018779342722894,2.9953051643192765,1.0093896713614465,5.0046948356807235,1.0,7.9765258215963835,2.6682316118935745,3.9906103286385535,3.0,2.0023474178403617,1.0,1.4976525821596383,2.200938967136149,1.0,1.0,3.573440643863161,2.4976525821596383,1.7511737089201809
2021-10-01,4274.056338028178,3892.572769953063,80.9154929577461,96.95305164319228,48.88732394366147,15.112676056338527,23.234741784038597,41.0845070422539,22.07511737089235,140.81690140844546,24.88732394366147,15.028169014084632,6.2159624413155115,8.028169014084632,13.009389671361545,1.995305164319228,20.943661971830736,5.159624413146247,11.018779342723088,16.92488262910765,8.065727699530807,8.981220657276912,1.0,2.0375586854461756,2.0,2.990610328638456,4.0,3.990610328638456,4.0,1.0,2.0187793427230876,4.0,12.962441314553825,2.009389671361544,2.9812206572769124,5.990610328638456,1.0,3.04694835680772,2.996870109546152,2.0187793427230876,3.0,2.495305164319252,1.0,1.004694835680772,2.3981220657276987,1.0,1.0,3.9959758551307667,2.004694835680772,1.997652582159614
2021-11-01,4135.633802816899,3898.3380281690065,75.08450704225389,100.93427230046919,62.41314553990794,71.52112676056126,10.924882629107648,38.0,29.953051643192282,252.5727699530453,17.990610328638457,11.981220657276912,4.037558685446176,10.943661971830736,10.084507042253895,2.504694835680748,19.953051643192282,6.971830985915368,12.924882629107648,8.981220657276912,10.90610328638456,3.04694835680772,3.018779342723088,1.990610328638456,2.3364632237871596,7.962441314553824,2.4859154929577563,1.0281690140846318,3.990610328638456,2.981220657276912,2.018779342723088,3.0,5.990610328638456,1.0281690140846318,3.971830985915368,7.962441314553824,1.990610328638456,2.981220657276912,1.996870109546152,3.981220657276912,2.495305164319252,2.981220657276912,2.981220657276912,1.009389671361544,2.601877934272301,1.0,1.0,2.4859154929577563,2.8832159624412874,1.495305164319252
2021-12-01,4097.1830985915485,3723.830985915488,83.95774647887349,94.03286384976506,105.79342723004818,21.23943661971689,3.037558685445786,38.0,25.023474178403617,102.71361502346994,17.004694835680723,10.009389671361447,7.981220657277107,5.02816901408434,18.95774647887349,2.9976525821596383,15.023474178403617,4.0140845070421705,5.037558685445786,7.009389671361447,1.046948356807233,7.9765258215963835,4.990610328638553,1.0046948356807233,2.665101721439748,4.018779342722893,1.0070422535210852,3.98591549295783,3.0046948356807235,1.0093896713614465,3.9906103286385535,3.0,5.0046948356807235,3.98591549295783,1.01408450704217,4.018779342722893,1.0046948356807233,1.0093896713614465,1.6682316118935745,2.0093896713614465,2.0023474178403617,1.0093896713614465,1.0093896713614465,1.9953051643192767,2.799061032863851,1.0,1.0,1.0070422535210852,3.7458920187793243,1.0023474178403617
2022-01-01,3618.042253521128,3428.3098591549337,52.85915492957733,105.66197183098559,88.61971830985878,15.295774647887612,3.0140845070422673,20.042253521126803,19.028169014084533,123.81690140844955,18.84507042253506,15.971830985915465,5.098591549295871,3.0,3.1126760563381377,1.0,23.985915492957734,4.9718309859154655,8.985915492957734,2.0281690140845345,3.0704225352113363,2.1126760563381377,1.0,3.9718309859154655,2.9859154929577327,1.0140845070422673,2.9929577464788664,3.4929577464788664,8.915492957746396,1.0,3.0,2.0,5.9718309859154655,1.0046948356807557,3.0281690140845345,6.929577464788664,6.408450704225425,2.9718309859154655,1.3286384976525776,3.352112676056356,1.0,1.5070422535211336,1.1267605633802849,2.995305164319244,3.0070422535211336,1.0,1.0,3.0281690140845345,4.637323943661963,1.0
2022-02-01,3691.0985915492956,3731.3802816901407,43.88732394366196,82.03286384976526,61.63849765258217,35.7699530516432,4.328638497652578,22.44131455399062,21.0,39.98122065727701,8.657276995305155,14.262910798122062,12.328638497652577,3.1971830985915464,10.86854460093897,1.0,23.098591549295772,3.0328638497652576,8.065727699530516,4.065727699530515,7.967136150234742,10.262910798122062,1.0,2.0,1.9671361502347422,1.9671361502347422,2.483568075117371,3.0328638497652576,2.9342723004694844,1.0328638497652578,3.131455399061031,1.9671361502347422,4.032863849765258,1.3442879499217526,4.934272300469485,2.131455399061031,11.841940532081374,1.0164319248826288,1.0164319248826288,4.710485133020343,1.0,1.9890453834115807,1.2541079812206604,2.6557120500782476,3.516431924882629,1.0,1.0328638497652578,4.956181533646323,5.528755868544601,1.0
2022-03-01,3693.8591549295775,3770.028169014084,68.73239436619683,82.95305164319248,51.516431924882774,29.328638497652676,13.53051643192475,6.798122065727924,21.0,11.455399061033273,27.0610328638495,21.6244131455398,21.530516431924752,8.71830985915485,7.187793427230099,1.0,25.859154929577425,3.953051643192475,9.90610328638495,5.90610328638495,7.046948356807525,17.6244131455398,1.0,2.0,1.0469483568075248,1.0469483568075248,2.023474178403762,3.953051643192475,1.09389671361505,1.9530516431924752,6.812206572769901,1.0469483568075248,4.953051643192475,1.6510172143974917,3.0938967136150497,5.812206572769901,16.7496087636932,1.4765258215962376,1.4765258215962376,5.9374021909233,1.0,1.6823161189358418,1.369131455399064,2.3489827856025083,3.976525821596238,1.0,1.9530516431924752,3.729264475743367,6.333920187793436,1.0
2022-04-01,3558.9154929577503,3410.478873239447,53.478873239437085,48.9859154929587,56.830985915492796,23.169014084507207,14.0,25.43661971830931,23.915492957746398,17.774647887323724,13.422535211268018,11.309859154929878,6.450704225352551,16.774647887323724,7.9718309859154655,1.0,13.366197183098949,4.0,7.084507042253604,11.830985915492793,6.0281690140845345,12.169014084507207,4.887323943661862,4.915492957746396,1.0,3.915492957746397,15.605633802816518,1.0845070422536032,1.0,3.2957746478873293,4.084507042253604,1.0,5.0,1.9906103286384884,2.0281690140845345,2.1126760563381377,11.169014084507207,1.9859154929577327,1.9859154929577327,4.542253521126802,1.0,1.3427230046948448,1.4964788732394392,2.009389671361512,4.485915492957733,1.0,1.0281690140845345,2.3708920187793794,7.225352112676075,1.0
2022-05-01,3460.1830985915535,3151.9436619718417,38.633802816902026,48.0,34.014084507043236,27.78873239436599,30.281690140844372,28.873239436619595,18.25352112676081,6.50704225352162,16.830985915492793,12.915492957746396,8.873239436619595,2.6338028169020262,9.915492957746396,1.0,16.830985915492793,3.042253521126802,9.873239436619595,8.169014084507207,8.873239436619595,7.211267605634009,14.577464788731982,3.0845070422536036,1.0,4.0,8.338028169014414,1.0,1.9577464788731982,4.610328638497682,4.957746478873198,1.0,2.126760563380405,1.0422535211268018,2.4788732394366226,2.0,17.70422535211239,1.0422535211268018,1.5211267605633776,3.0633802816902027,1.0,1.0140845070422673,1.6197183098591572,1.5211267605633776,4.9788732394365995,1.0,1.0,1.056338028169069,8.088028169014112,1.0
2022-06-01,3519.4741784037583,3302.126760563387,39.953051643192566,50.92957746478885,70.10798122065879,16.281690140844596,48.57746478873311,33.88262910798142,29.718309859155404,13.812206572770272,8.211267605633445,16.906103286385136,10.953051643192568,7.859154929577703,3.164319248826013,1.976525821596284,13.093896713614864,4.953051643192568,10.976525821596283,14.835680751173987,4.11737089201858,5.046948356807432,8.164319248826345,2.0234741784037635,1.0,6.929577464788851,1.164319248826013,1.0,6.88262910798142,5.9687010954617135,5.0,1.0,2.976525821596284,1.0,2.9882629107981424,2.0,9.211267605633445,1.0,1.0117370892018576,1.046948356807432,1.0,1.0,1.7470657276995327,1.0117370892018576,1.093896713614864,1.0,1.976525821596284,3.441314553990591,8.97946009389675,1.0
2022-07-01,3403.5821596244095,3180.8826291079777,55.3990610328643,37.52582159624373,50.7887323943656,5.413145539905791,38.41314553990579,43.62441314554019,27.112676056337943,10.150234741783924,9.924882629108039,10.262910798121867,17.737089201878135,12.812206572770094,5.887323943662057,1.037558685445981,13.962441314554018,6.924882629108038,5.225352112675886,11.150234741783924,10.737089201878133,5.0,1.2629107981218812,1.0375586854459828,1.0,6.037558685445981,4.849765258216076,14.474178403756266,2.1877934272299058,3.112676056337943,3.075117370891962,2.4436619718310286,2.037558685445981,1.962441314554019,1.075117370891962,3.924882629108038,8.037558685445982,1.962441314554019,1.0,1.0,1.0,1.0,1.8703051643192508,1.0,1.0,1.0,1.5187793427229905,5.906103286385043,9.0,1.0
2022-08-01,3310.690140845069,2993.4929577464763,53.05633802816897,62.51173708920224,31.35680751173682,15.793427230047104,30.150234741783922,31.24413145539888,14.244131455398877,5.093896713614953,13.924882629108039,17.849765258216078,25.849765258216078,36.54929577464823,6.981220657277009,1.0,28.71830985915514,5.037558685445981,13.830985915493084,12.962441314554018,8.056338028168971,3.0375586854459806,1.0,1.0,1.0,1.0938967136149529,5.0,23.830985915493084,2.0,1.0375586854459808,2.0187793427229903,3.9718309859155143,1.0187793427229903,3.9624413145540194,4.924882629108039,4.981220657277009,5.056338028168971,2.9812206572770097,1.0,1.0,1.0,1.0,1.997652582159626,1.0,1.0,1.0,1.0093896713614952,6.0,9.0,1.0
